Date,Close_honda,Close_nisan,Close_tesla,Close_ford
1991-08-13,5.22,10.25,,5.793
1991-08-14,5.344,10.25,,5.793
1991-08-15,5.28,10.25,,5.703
1991-08-16,5.25,10.0,,5.633
1991-08-19,4.906,9.25,,5.453
1991-08-20,4.875,9.375,,5.406
1991-08-21,5.188,10.25,,5.703
1991-08-22,5.094,10.125,,5.496
1991-08-23,5.125,10.125,,5.84
1991-08-26,5.156,10.0,,5.746
1991-08-27,5.22,9.875,,5.656
1991-08-28,5.312,9.875,,5.727
1991-08-29,5.344,9.75,,5.77
1991-08-30,5.5,9.75,,5.68
1991-09-03,5.406,10.0,,5.656
1991-09-04,5.53,10.125,,5.52
1991-09-05,5.5,10.0,,5.543
1991-09-06,5.47,9.75,,5.52
1991-09-09,5.47,9.875,,5.566
1991-09-10,5.5,9.625,,5.52
1991-09-11,5.438,9.625,,5.566
1991-09-12,5.625,9.875,,5.566
1991-09-13,5.72,10.0,,5.473
1991-09-16,5.72,10.125,,5.453
1991-09-17,5.625,10.125,,5.453
1991-09-18,5.562,9.875,,5.453
1991-09-19,5.562,9.875,,5.52
1991-09-20,5.594,9.875,,5.383
1991-09-23,5.594,10.125,,5.336
1991-09-24,5.75,10.125,,5.383
1991-09-25,5.906,10.375,,5.36
1991-09-26,5.938,10.5,,5.52
1991-09-27,6.0,10.5,,5.496
1991-09-30,5.97,10.375,,5.473
1991-10-01,5.97,10.375,,5.453
1991-10-02,6.0,10.375,,5.406
1991-10-03,6.156,10.625,,5.473
1991-10-04,6.062,10.75,,5.656
1991-10-07,6.0,10.75,,5.656
1991-10-08,5.938,10.625,,5.59
1991-10-09,5.938,10.75,,5.453
1991-10-10,5.938,10.75,,5.52
1991-10-11,6.094,10.75,,5.473
1991-10-14,6.0,10.75,,5.453
1991-10-15,6.0,10.75,,5.383
1991-10-16,6.03,10.75,,5.336
1991-10-17,6.125,10.75,,5.336
1991-10-18,6.094,10.625,,5.336
1991-10-21,6.156,10.625,,5.293
1991-10-22,6.03,10.375,,5.223
1991-10-23,6.03,10.375,,5.02
1991-10-24,5.938,10.375,,4.902
1991-10-25,5.844,10.5,,5.062
1991-10-28,5.688,10.5,,4.973
1991-10-29,5.78,10.5,,4.95
1991-10-30,5.688,10.375,,4.973
1991-10-31,5.75,10.5,,4.95
1991-11-01,5.875,10.5,,4.973
1991-11-04,5.906,10.625,,4.883
1991-11-05,5.875,10.5,,4.79
1991-11-06,5.875,10.5,,4.836
1991-11-07,5.875,10.5,,4.812
1991-11-08,5.78,10.5,,4.766
1991-11-11,5.75,10.5,,4.586
1991-11-12,5.78,10.5,,4.7
1991-11-13,5.75,10.375,,4.652
1991-11-14,5.75,10.125,,4.7
1991-11-15,5.5,9.875,,4.586
1991-11-18,5.656,10.0,,4.63
1991-11-19,5.625,9.875,,4.586
1991-11-20,5.594,9.875,,4.45
1991-11-21,5.625,9.875,,4.562
1991-11-22,5.656,9.875,,4.492
1991-11-25,5.656,9.875,,4.426
1991-11-26,5.656,10.125,,4.402
1991-11-27,5.625,10.125,,4.38
1991-11-29,5.562,10.0,,4.38
1991-12-02,5.53,10.0,,4.45
1991-12-03,5.625,10.25,,4.492
1991-12-04,5.72,10.375,,4.38
1991-12-05,5.75,10.375,,4.332
1991-12-06,5.812,10.25,,4.38
1991-12-09,5.812,10.25,,4.332
1991-12-10,5.656,10.25,,4.402
1991-12-11,5.594,9.875,,4.402
1991-12-12,5.75,10.25,,4.562
1991-12-13,5.72,10.375,,4.63
1991-12-16,5.844,10.5,,4.492
1991-12-17,5.72,10.5,,4.516
1991-12-18,5.53,10.5,,4.54
1991-12-19,5.53,10.25,,4.45
1991-12-20,5.53,10.25,,4.61
1991-12-23,5.594,10.5,,5.086
1991-12-24,5.406,10.25,,5.133
1991-12-26,5.688,10.25,,5.18
1991-12-27,5.688,10.375,,5.062
1991-12-30,5.906,10.25,,5.156
1991-12-31,5.938,10.25,,5.133
1992-01-02,6.03,10.25,,5.316
1992-01-03,6.375,10.5,,5.543
1992-01-06,6.25,11.0,,5.633
1992-01-07,5.97,10.625,,5.566
1992-01-08,5.906,10.375,,5.543
1992-01-09,5.562,10.5,,5.566
1992-01-10,5.375,10.25,,5.473
1992-01-13,5.406,9.875,,5.633
1992-01-14,5.688,10.125,,5.746
1992-01-15,5.594,10.0,,5.84
1992-01-16,5.625,9.875,,6.023
1992-01-17,5.656,10.125,,6.023
1992-01-20,5.875,10.125,,5.977
1992-01-21,5.906,10.25,,5.84
1992-01-22,5.906,10.375,,5.793
1992-01-23,5.938,10.375,,5.77
1992-01-24,5.97,10.25,,5.887
1992-01-27,5.938,10.25,,5.977
1992-01-28,5.906,10.25,,6.0
1992-01-29,5.906,10.125,,5.703
1992-01-30,6.0,10.125,,5.566
1992-01-31,6.03,10.25,,5.566
1992-02-03,5.906,10.25,,5.977
1992-02-04,5.875,10.125,,6.09
1992-02-05,5.906,10.125,,6.113
1992-02-06,5.97,10.25,,6.203
1992-02-07,6.0,10.25,,6.066
1992-02-10,5.938,10.125,,6.203
1992-02-11,5.938,10.125,,6.297
1992-02-12,5.875,10.0,,6.316
1992-02-13,5.72,10.0,,6.434
1992-02-14,5.47,9.75,,6.773
1992-02-18,5.594,9.75,,6.73
1992-02-19,5.594,9.75,,6.957
1992-02-20,5.72,9.75,,7.047
1992-02-21,5.75,9.75,,6.844
1992-02-24,5.72,9.625,,6.73
1992-02-25,5.72,9.625,,6.5
1992-02-26,5.75,9.75,,6.66
1992-02-27,5.75,9.75,,6.523
1992-02-28,5.72,9.625,,6.707
1992-03-02,5.625,9.625,,6.773
1992-03-03,5.625,9.25,,6.82
1992-03-04,5.625,9.0,,6.75
1992-03-05,5.594,8.75,,6.637
1992-03-06,5.594,8.75,,6.547
1992-03-09,5.562,8.75,,6.66
1992-03-10,5.47,8.625,,6.684
1992-03-11,5.406,8.5,,6.66
1992-03-12,5.375,8.5,,6.707
1992-03-13,5.438,8.625,,6.684
1992-03-16,5.344,8.375,,6.91
1992-03-17,5.438,8.5,,6.98
1992-03-18,5.656,8.625,,7.117
1992-03-19,5.656,9.25,,7.32
1992-03-20,5.688,9.375,,7.344
1992-03-23,5.75,9.125,,7.3
1992-03-24,5.75,9.25,,7.117
1992-03-25,5.78,9.25,,7.117
1992-03-26,5.75,9.125,,7.23
1992-03-27,5.844,9.125,,6.98
1992-03-30,5.812,9.125,,7.07
1992-03-31,5.72,9.125,,7.004
1992-04-01,5.625,9.125,,7.14
1992-04-02,5.688,8.875,,7.207
1992-04-03,5.75,9.0,,7.254
1992-04-06,5.844,9.0,,7.3
1992-04-07,5.72,8.875,,7.164
1992-04-08,5.688,8.625,,7.094
1992-04-09,5.844,8.5,,7.07
1992-04-10,5.875,9.125,,7.3
1992-04-13,5.906,8.75,,7.367
1992-04-14,6.125,8.75,,7.48
1992-04-15,6.28,9.125,,7.457
1992-04-16,6.125,9.125,,7.64
1992-04-20,5.844,8.375,,7.848
1992-04-21,5.78,8.375,,7.848
1992-04-22,5.78,8.375,,7.8
1992-04-23,5.906,8.5,,8.055
1992-04-24,5.938,8.625,,7.89
1992-04-27,6.03,8.875,,7.914
1992-04-28,6.03,9.0,,8.01
1992-04-29,6.0,9.0,,8.35
1992-04-30,5.938,9.125,,8.28
1992-05-01,5.906,9.125,,8.08
1992-05-04,5.875,9.0,,8.19
1992-05-05,5.906,9.0,,8.19
1992-05-06,5.97,9.125,,8.305
1992-05-07,6.03,9.25,,8.26
1992-05-08,5.97,9.25,,8.21
1992-05-11,5.844,9.375,,8.09
1992-05-12,5.875,9.375,,8.09
1992-05-13,5.906,9.625,,8.12
1992-05-14,5.938,9.375,,7.89
1992-05-15,5.812,9.0,,7.8
1992-05-18,5.906,9.375,,7.984
1992-05-19,5.875,9.5,,8.12
1992-05-20,5.844,9.5,,8.08
1992-05-21,5.844,9.5,,8.01
1992-05-22,5.844,9.375,,8.055
1992-05-26,5.906,9.375,,7.89
1992-05-27,5.72,9.125,,8.03
1992-05-28,5.812,9.125,,8.08
1992-05-29,5.938,9.625,,8.09
1992-06-01,5.906,9.625,,8.46
1992-06-02,5.875,9.375,,8.414
1992-06-03,5.875,9.375,,8.53
1992-06-04,5.75,9.375,,8.78
1992-06-05,5.75,9.25,,8.76
1992-06-08,5.75,9.25,,8.69
1992-06-09,5.75,9.375,,8.58
1992-06-10,5.72,9.375,,8.625
1992-06-11,5.75,9.375,,8.484
1992-06-12,5.688,9.125,,8.58
1992-06-15,5.594,9.125,,8.53
1992-06-16,5.53,8.875,,8.69
1992-06-17,5.438,8.75,,8.305
1992-06-18,5.406,8.75,,8.305
1992-06-19,5.438,9.0,,8.39
1992-06-22,5.375,8.625,,8.35
1992-06-23,5.438,8.625,,8.375
1992-06-24,5.406,8.625,,8.44
1992-06-25,5.53,8.875,,8.305
1992-06-26,5.375,8.875,,8.164
1992-06-29,5.53,9.0,,8.35
1992-06-30,5.5,8.875,,8.375
1992-07-01,5.53,9.5,,8.28
1992-07-02,5.594,10.0,,7.87
1992-07-06,5.22,9.625,,7.688
1992-07-07,5.094,9.625,,7.777
1992-07-08,5.03,9.625,,7.848
1992-07-09,5.03,9.625,,8.09
1992-07-10,4.938,9.5,,8.19
1992-07-13,5.03,9.625,,8.35
1992-07-14,5.03,9.625,,8.35
1992-07-15,5.0,9.375,,8.375
1992-07-16,5.0,9.375,,8.33
1992-07-17,4.844,9.5,,8.14
1992-07-20,4.562,8.875,,8.26
1992-07-21,4.53,9.0,,8.03
1992-07-22,4.5,8.75,,7.8
1992-07-23,4.625,9.0,,8.03
1992-07-24,4.53,9.0,,8.03
1992-07-27,4.562,9.0,,8.03
1992-07-28,4.562,8.875,,8.35
1992-07-29,4.625,8.625,,8.08
1992-07-30,4.75,8.875,,8.305
1992-07-31,4.97,9.125,,8.35
1992-08-03,4.938,9.125,,8.35
1992-08-04,5.0,9.25,,8.055
1992-08-05,5.094,9.0,,7.89
1992-08-06,5.125,9.0,,7.48
1992-08-07,4.97,8.875,,7.414
1992-08-10,4.875,8.875,,7.48
1992-08-11,4.938,8.5,,7.504
1992-08-12,5.0,8.5,,7.438
1992-08-13,4.938,8.625,,7.48
1992-08-14,4.875,8.625,,7.574
1992-08-17,4.938,8.75,,7.617
1992-08-18,4.78,8.75,,7.617
1992-08-19,4.844,8.625,,7.574
1992-08-20,4.97,8.625,,7.527
1992-08-21,5.125,9.25,,7.39
1992-08-24,5.156,9.5,,7.07
1992-08-25,5.188,9.5,,7.32
1992-08-26,5.125,9.375,,7.39
1992-08-27,5.188,9.75,,7.367
1992-08-28,5.22,9.25,,7.254
1992-08-31,5.094,9.375,,7.438
1992-09-01,5.062,9.5,,7.344
1992-09-02,4.938,9.25,,7.414
1992-09-03,5.25,9.25,,7.504
1992-09-04,5.25,9.75,,7.48
1992-09-08,5.438,9.5,,7.277
1992-09-09,5.53,10.0,,7.457
1992-09-10,5.53,10.0,,7.55
1992-09-11,5.406,9.875,,7.344
1992-09-14,5.53,9.875,,7.824
1992-09-15,5.594,9.625,,7.64
1992-09-16,5.594,9.625,,7.55
1992-09-17,5.688,9.5,,7.574
1992-09-18,5.688,9.75,,7.688
1992-09-21,5.594,9.625,,7.777
1992-09-22,5.656,9.875,,7.344
1992-09-23,5.688,9.875,,7.39
1992-09-24,5.5,10.0,,7.367
1992-09-25,5.53,10.0,,7.07
1992-09-28,5.375,10.0,,7.004
1992-09-29,5.25,10.0,,7.094
1992-09-30,5.188,10.0,,7.207
1992-10-01,5.188,9.75,,6.98
1992-10-02,4.97,9.625,,6.867
1992-10-05,4.97,9.75,,6.91
1992-10-06,5.03,9.75,,6.844
1992-10-07,5.03,9.75,,6.613
1992-10-08,5.062,10.0,,6.867
1992-10-09,5.03,9.75,,6.363
1992-10-12,5.188,9.5,,6.594
1992-10-13,5.156,9.75,,6.773
1992-10-14,5.156,9.875,,6.82
1992-10-15,5.406,9.75,,6.73
1992-10-16,5.375,9.625,,6.773
1992-10-19,5.312,9.25,,6.73
1992-10-20,5.312,9.625,,6.957
1992-10-21,5.22,9.375,,7.07
1992-10-22,5.28,9.375,,7.164
1992-10-23,5.375,9.375,,7.254
1992-10-26,5.25,9.5,,7.344
1992-10-27,5.188,9.5,,7.277
1992-10-28,5.188,9.125,,6.957
1992-10-29,5.062,9.0,,6.797
1992-10-30,5.156,9.25,,6.66
1992-11-02,5.188,8.875,,7.004
1992-11-03,5.156,8.875,,7.07
1992-11-04,5.156,9.375,,7.14
1992-11-05,5.062,9.5,,7.117
1992-11-06,4.938,9.0,,7.047
1992-11-09,4.938,9.0,,7.117
1992-11-10,5.094,8.625,,7.047
1992-11-11,5.094,8.625,,7.004
1992-11-12,5.094,8.75,,7.117
1992-11-13,4.938,8.75,,7.117
1992-11-16,4.906,8.625,,7.23
1992-11-17,4.906,8.25,,7.23
1992-11-18,4.938,8.75,,7.094
1992-11-19,4.938,8.75,,7.184
1992-11-20,4.97,8.75,,7.344
1992-11-23,4.97,8.875,,7.39
1992-11-24,5.0,8.625,,7.207
1992-11-25,5.125,9.0,,7.48
1992-11-27,5.5,9.125,,7.617
1992-11-30,5.5,9.125,,7.664
1992-12-01,5.5,8.75,,7.777
1992-12-02,5.438,8.75,,7.71
1992-12-03,5.188,9.125,,7.664
1992-12-04,5.188,9.125,,7.824
1992-12-07,5.406,9.125,,7.754
1992-12-08,5.47,9.0,,7.87
1992-12-09,5.438,9.0,,7.824
1992-12-10,5.53,9.125,,7.777
1992-12-11,5.438,9.125,,7.777
1992-12-14,5.312,9.125,,7.71
1992-12-15,5.375,9.0,,7.55
1992-12-16,5.438,9.25,,7.414
1992-12-17,5.625,9.375,,7.254
1992-12-18,5.562,9.375,,7.367
1992-12-21,5.5,9.625,,7.48
1992-12-22,5.625,9.375,,7.617
1992-12-23,5.625,9.25,,7.594
1992-12-24,5.625,9.625,,7.734
1992-12-28,5.406,9.125,,7.71
1992-12-29,5.344,9.125,,7.734
1992-12-30,5.188,8.875,,7.938
1992-12-31,5.188,9.25,,7.824
1993-01-04,5.25,9.25,,8.03
1993-01-05,5.28,9.125,,8.14
1993-01-06,5.188,8.75,,8.164
1993-01-07,5.188,9.0,,8.164
1993-01-08,5.062,9.25,,8.21
1993-01-11,5.062,9.25,,8.234
1993-01-12,5.062,9.25,,8.21
1993-01-13,5.062,9.0,,8.09
1993-01-14,5.0,9.0,,8.164
1993-01-15,5.0,9.0,,8.39
1993-01-18,5.062,9.0,,8.51
1993-01-19,5.156,8.75,,8.65
1993-01-20,5.094,9.0,,8.51
1993-01-21,5.125,8.875,,8.625
1993-01-22,5.062,9.125,,8.76
1993-01-25,5.156,9.25,,8.76
1993-01-26,5.156,9.25,,8.734
1993-01-27,5.22,9.25,,8.664
1993-01-28,5.406,9.625,,8.51
1993-01-29,5.312,10.0,,8.414
1993-02-01,5.344,9.875,,8.625
1993-02-02,5.53,9.75,,8.6
1993-02-03,5.47,9.75,,8.71
1993-02-04,5.438,10.0,,9.15
1993-02-05,5.47,10.375,,9.055
1993-02-08,5.5,10.125,,9.125
1993-02-09,5.53,10.25,,8.92
1993-02-10,5.47,10.5,,9.08
1993-02-11,5.47,10.25,,9.234
1993-02-12,5.47,10.625,,8.984
1993-02-16,5.438,10.5,,8.664
1993-02-17,5.47,10.625,,8.53
1993-02-18,5.438,10.625,,8.46
1993-02-19,5.47,10.625,,8.51
1993-02-22,5.438,10.75,,8.53
1993-02-23,5.406,10.625,,8.19
1993-02-24,5.312,10.375,,8.375
1993-02-25,5.406,10.375,,8.414
1993-02-26,5.53,10.375,,8.375
1993-03-01,5.562,10.375,,8.46
1993-03-02,5.53,10.375,,8.734
1993-03-03,5.594,10.375,,8.734
1993-03-04,5.406,10.5,,8.734
1993-03-05,5.406,10.625,,8.984
1993-03-08,5.5,10.75,,9.1
1993-03-09,5.53,11.125,,9.08
1993-03-10,5.688,10.875,,9.125
1993-03-11,5.78,11.5,,8.94
1993-03-12,5.844,11.375,,8.805
1993-03-15,5.75,11.875,,8.92
1993-03-16,5.812,12.0,,8.85
1993-03-17,6.0,12.125,,8.9
1993-03-18,6.25,12.875,,9.42
1993-03-19,6.062,12.5,,9.445
1993-03-22,6.094,12.75,,9.58
1993-03-23,6.094,12.125,,9.67
1993-03-24,6.03,12.375,,9.51
1993-03-25,5.938,12.75,,9.555
1993-03-26,6.062,13.25,,9.555
1993-03-29,6.188,13.5,,9.67
1993-03-30,6.25,13.125,,9.625
1993-03-31,6.375,13.0,,9.49
1993-04-01,6.28,13.375,,9.49
1993-04-02,6.5,13.25,,9.35
1993-04-05,6.594,13.5,,9.49
1993-04-06,6.28,13.5,,9.85
1993-04-07,6.625,14.75,,9.97
1993-04-08,6.625,14.625,,9.97
1993-04-12,6.5,14.75,,10.1
1993-04-13,6.594,14.875,,9.945
1993-04-14,6.625,14.75,,9.99
1993-04-15,6.594,14.5,,9.97
1993-04-16,6.5,14.625,,10.06
1993-04-19,6.594,14.125,,9.9
1993-04-20,6.562,14.0,,9.72
1993-04-21,6.625,14.0,,9.6
1993-04-22,6.375,14.0,,9.49
1993-04-23,6.28,13.875,,9.65
1993-04-26,6.156,13.875,,9.33
1993-04-27,6.375,14.125,,9.6
1993-04-28,6.375,14.875,,9.945
1993-04-29,6.438,14.875,,9.99
1993-04-30,6.594,15.25,,9.99
1993-05-03,6.562,15.125,,10.17
1993-05-04,6.562,15.25,,10.24
1993-05-05,6.53,15.125,,10.195
1993-05-06,6.5,15.25,,10.17
1993-05-07,6.438,14.75,,10.1
1993-05-10,6.188,14.75,,10.1
1993-05-11,6.188,13.875,,10.04
1993-05-12,6.25,14.125,,10.15
1993-05-13,6.312,14.0,,9.945
1993-05-14,6.312,14.125,,9.83
1993-05-17,6.375,13.875,,10.016
1993-05-18,6.22,13.875,,9.72
1993-05-19,6.22,13.625,,9.51
1993-05-20,6.25,13.625,,9.445
1993-05-21,6.28,14.25,,9.195
1993-05-24,6.28,14.375,,9.42
1993-05-25,6.312,14.5,,9.4
1993-05-26,6.344,14.625,,9.6
1993-05-27,6.25,14.375,,9.555
1993-05-28,6.28,14.25,,9.49
1993-06-01,6.156,14.125,,9.67
1993-06-02,6.28,13.875,,9.67
1993-06-03,6.5,14.0,,10.1
1993-06-04,6.406,13.875,,10.06
1993-06-07,6.47,13.875,,10.125
1993-06-08,6.47,14.125,,9.97
1993-06-09,6.344,14.125,,9.945
1993-06-10,6.438,14.125,,9.97
1993-06-11,6.375,14.0,,9.805
1993-06-14,6.438,13.5,,9.47
1993-06-15,6.375,12.875,,9.28
1993-06-16,6.375,13.125,,9.1
1993-06-17,6.438,12.875,,9.28
1993-06-18,6.28,12.5,,9.125
1993-06-21,5.875,12.0,,9.33
1993-06-22,5.97,12.25,,9.33
1993-06-23,5.875,13.0,,9.22
1993-06-24,6.03,13.0,,9.26
1993-06-25,5.938,12.875,,9.28
1993-06-28,5.938,13.125,,9.42
1993-06-29,5.844,13.0,,9.4
1993-06-30,5.78,12.625,,9.53
1993-07-01,5.97,12.875,,9.305
1993-07-02,5.78,12.875,,9.08
1993-07-06,6.0,12.875,,8.83
1993-07-07,5.875,13.0,,9.03
1993-07-08,5.906,12.875,,9.35
1993-07-09,5.97,12.875,,9.51
1993-07-12,6.156,12.5,,9.15
1993-07-13,6.094,12.5,,9.234
1993-07-14,5.906,13.125,,9.375
1993-07-15,6.03,13.0,,9.305
1993-07-16,6.062,13.0,,9.375
1993-07-19,6.22,13.0,,9.4
1993-07-20,6.125,13.25,,9.72
1993-07-21,6.094,13.375,,9.766
1993-07-22,6.25,13.5,,9.58
1993-07-23,6.22,13.5,,9.51
1993-07-26,6.22,13.25,,9.625
1993-07-27,6.22,13.25,,9.35
1993-07-28,6.25,13.375,,9.49
1993-07-29,6.438,13.625,,9.695
1993-07-30,6.5,13.875,,9.625
1993-08-02,6.47,13.875,,9.945
1993-08-03,6.594,13.875,,9.97
1993-08-04,6.625,13.875,,9.805
1993-08-05,6.562,13.5,,9.6
1993-08-06,6.53,13.25,,9.42
1993-08-09,6.625,13.25,,9.53
1993-08-10,6.5,13.5,,9.58
1993-08-11,6.72,13.75,,9.625
1993-08-12,6.625,13.75,,9.555
1993-08-13,6.53,13.75,,9.47
1993-08-16,6.688,13.75,,9.51
1993-08-17,6.78,13.875,,9.445
1993-08-18,6.75,14.375,,9.17
1993-08-19,6.594,13.75,,9.28
1993-08-20,6.53,13.75,,9.03
1993-08-23,6.562,14.125,,9.15
1993-08-24,6.594,14.125,,9.445
1993-08-25,6.656,14.0,,9.47
1993-08-26,6.688,13.75,,9.53
1993-08-27,6.97,13.875,,9.445
1993-08-30,6.97,13.875,,9.35
1993-08-31,7.0,14.25,,9.305
1993-09-01,7.0,13.75,,9.555
1993-09-02,7.125,13.75,,9.4
1993-09-03,7.312,14.125,,9.22
1993-09-07,7.22,14.375,,9.28
1993-09-08,7.125,14.125,,9.4
1993-09-09,7.062,14.0,,9.65
1993-09-10,7.062,13.875,,9.79
1993-09-13,7.094,14.125,,10.04
1993-09-14,7.062,14.0,,9.805
1993-09-15,7.062,14.0,,9.99
1993-09-16,7.0,14.25,,9.945
1993-09-17,6.938,14.0,,9.99
1993-09-20,6.938,14.0,,10.04
1993-09-21,6.875,13.5,,9.92
1993-09-22,6.938,13.625,,9.97
1993-09-23,6.938,13.25,,10.375
1993-09-24,7.03,13.375,,10.375
1993-09-27,7.0,13.625,,10.22
1993-09-28,7.188,13.625,,10.266
1993-09-29,7.125,13.375,,10.08
1993-09-30,7.156,13.375,,10.08
1993-10-01,7.094,13.375,,10.31
1993-10-04,7.22,13.625,,10.36
1993-10-05,7.344,13.625,,10.36
1993-10-06,7.594,13.75,,10.125
1993-10-07,7.78,14.25,,10.195
1993-10-08,7.625,14.375,,10.15
1993-10-11,7.562,14.375,,10.04
1993-10-12,7.438,14.375,,10.016
1993-10-13,7.406,14.0,,10.08
1993-10-14,7.312,13.875,,10.49
1993-10-15,7.438,14.5,,10.47
1993-10-18,7.47,14.125,,10.695
1993-10-19,7.5,14.0,,10.586
1993-10-20,7.625,14.375,,10.65
1993-10-21,7.47,14.375,,10.766
1993-10-22,7.375,14.375,,10.81
1993-10-25,7.47,14.375,,10.81
1993-10-26,7.344,14.0,,10.91
1993-10-27,7.25,14.0,,11.016
1993-10-28,7.25,13.75,,11.48
1993-10-29,7.375,13.875,,11.29
1993-11-01,7.375,13.75,,11.43
1993-11-02,7.53,13.875,,11.63
1993-11-03,7.53,13.875,,11.54
1993-11-04,7.25,13.75,,11.18
1993-11-05,7.094,13.625,,11.11
1993-11-08,7.094,14.0,,11.22
1993-11-09,6.97,13.625,,11.11
1993-11-10,6.875,14.125,,11.266
1993-11-11,6.97,14.0,,11.13
1993-11-12,7.188,14.125,,11.29
1993-11-15,6.875,14.0,,11.336
1993-11-16,7.125,14.0,,11.336
1993-11-17,6.906,14.25,,11.29
1993-11-18,6.938,14.25,,11.41
1993-11-19,6.78,13.625,,11.266
1993-11-22,6.438,12.625,,10.88
1993-11-23,6.47,12.625,,10.88
1993-11-24,6.28,12.875,,11.13
1993-11-26,6.22,12.75,,11.18
1993-11-29,6.156,12.25,,11.266
1993-11-30,6.28,13.0,,11.086
1993-12-01,6.625,13.5,,11.43
1993-12-02,6.47,13.5,,11.36
1993-12-03,6.47,12.75,,11.516
1993-12-06,6.375,12.5,,11.48
1993-12-07,6.312,13.125,,11.56
1993-12-08,6.188,13.125,,11.54
1993-12-09,6.344,12.875,,11.586
1993-12-10,6.5,13.0,,11.75
1993-12-13,6.75,13.0,,11.81
1993-12-14,6.688,13.0,,11.586
1993-12-15,6.875,13.25,,11.48
1993-12-16,7.062,13.25,,11.41
1993-12-17,7.0,13.25,,11.43
1993-12-20,6.75,12.75,,11.45
1993-12-21,6.72,12.75,,11.81
1993-12-22,6.656,12.875,,11.98
1993-12-23,6.656,13.0,,11.836
1993-12-27,6.5,13.0,,11.77
1993-12-28,6.594,13.25,,11.81
1993-12-29,6.78,13.125,,11.81
1993-12-30,6.78,13.25,,11.81
1993-12-31,6.812,13.25,,11.77
1994-01-03,6.812,13.25,,11.56
1994-01-04,6.875,13.625,,11.66
1994-01-05,7.25,13.625,,11.63
1994-01-06,7.125,13.375,,11.61
1994-01-07,7.094,13.375,,11.79
1994-01-10,7.125,13.5,,12.27
1994-01-11,7.062,13.375,,12.45
1994-01-12,7.0,13.375,,12.32
1994-01-13,6.97,13.0,,12.38
1994-01-14,7.156,13.375,,12.45
1994-01-17,7.25,13.375,,12.48
1994-01-18,7.22,13.375,,12.52
1994-01-19,7.28,13.5,,12.32
1994-01-20,7.22,13.625,,12.25
1994-01-21,6.97,13.375,,12.32
1994-01-24,7.0,13.5,,11.98
1994-01-25,7.156,13.5,,11.88
1994-01-26,7.312,13.75,,11.836
1994-01-27,7.375,13.75,,12.18
1994-01-28,7.75,14.25,,11.91
1994-01-31,8.16,14.875,,12.23
1994-02-01,7.844,15.375,,12.18
1994-02-02,7.625,15.75,,12.36
1994-02-03,7.28,15.625,,12.66
1994-02-04,7.25,15.125,,12.41
1994-02-07,7.406,15.25,,12.57
1994-02-08,7.5,15.5,,12.68
1994-02-09,7.5,15.25,,12.5
1994-02-10,7.53,15.25,,12.05
1994-02-11,7.53,15.25,,11.95
1994-02-14,7.656,15.875,,12.0
1994-02-15,7.656,15.875,,12.086
1994-02-16,7.656,15.625,,11.86
1994-02-17,7.688,15.625,,11.79
1994-02-18,7.75,15.5,,11.77
1994-02-22,7.875,15.125,,11.77
1994-02-23,8.06,15.625,,11.73
1994-02-24,8.09,15.5,,11.41
1994-02-25,8.5,16.12,,11.22
1994-02-28,8.44,16.5,,11.336
1994-03-01,8.47,16.38,,11.36
1994-03-02,8.28,15.875,,11.66
1994-03-03,8.34,16.25,,11.61
1994-03-04,8.31,16.25,,11.88
1994-03-07,8.31,16.75,,11.75
1994-03-08,8.28,16.5,,11.63
1994-03-09,8.19,16.5,,11.93
1994-03-10,8.22,16.88,,11.86
1994-03-11,8.25,17.25,,11.95
1994-03-14,8.375,17.5,,11.75
1994-03-15,8.34,17.25,,11.516
1994-03-16,8.16,17.38,,11.61
1994-03-17,8.28,17.25,,11.38
1994-03-18,8.28,17.0,,11.22
1994-03-21,8.22,16.62,,11.16
1994-03-22,8.31,16.75,,11.24
1994-03-23,8.22,16.62,,11.56
1994-03-24,8.06,16.25,,11.2
1994-03-25,8.03,16.25,,10.99
1994-03-28,8.31,16.25,,10.97
1994-03-29,8.31,16.12,,10.81
1994-03-30,8.25,16.0,,10.63
1994-03-31,8.09,16.0,,10.72
1994-04-04,8.125,15.75,,10.72
1994-04-05,8.28,16.12,,11.11
1994-04-06,8.03,15.75,,11.11
1994-04-07,8.09,15.875,,11.06
1994-04-08,8.125,16.12,,10.65
1994-04-11,8.28,16.12,,10.586
1994-04-12,8.28,16.5,,10.49
1994-04-13,8.44,16.75,,10.42
1994-04-14,8.34,16.75,,10.67
1994-04-15,8.44,17.12,,10.63
1994-04-18,8.44,17.25,,10.56
1994-04-19,8.53,17.12,,10.29
1994-04-20,8.34,16.62,,9.92
1994-04-21,8.31,16.75,,10.15
1994-04-22,8.375,16.75,,10.15
1994-04-25,8.375,17.0,,10.56
1994-04-26,8.19,16.5,,10.56
1994-04-28,8.28,16.94,,10.49
1994-04-29,8.25,16.62,,10.65
1994-05-02,8.25,17.0,,11.11
1994-05-03,8.22,17.0,,11.13
1994-05-04,8.22,17.0,,10.945
1994-05-05,8.22,16.75,,10.766
1994-05-06,8.22,16.5,,10.586
1994-05-09,8.31,16.88,,10.56
1994-05-10,8.375,16.75,,10.81
1994-05-11,8.5,16.62,,10.56
1994-05-12,8.56,16.62,,10.54
1994-05-13,8.44,16.62,,10.586
1994-05-16,8.28,16.5,,10.54
